MESEC	DAN V MESECU	Umrli
2010M12	3	49
2010M12	4	58
2010M12	5	50
2010M12	6	49
2010M12	7	41
2010M12	8	45
2010M12	9	47
2010M12	10	51
2010M12	11	59
2010M12	12	43
2010M12	13	53
2010M12	14	60
2010M12	15	48
2010M12	16	56
2010M12	17	60
2010M12	18	65
2010M12	19	64
2010M12	20	56
2010M12	21	58
2010M12	22	65
2010M12	23	67
2010M12	24	73
2010M12	25	51
2010M12	26	51
2010M12	27	45
2010M12	28	57
2010M12	29	41
2010M12	30	57
2010M12	31	58
2011M01	1	39
2011M01	2	57
2011M01	3	58
2011M01	4	67
2011M01	5	66
2011M01	6	45
2011M01	7	39
2011M01	8	54
2011M01	9	55
2011M01	10	64
2011M01	11	74
2011M01	12	68
2011M01	13	52
2011M01	14	66
2011M01	15	60
2011M01	16	49
2011M01	17	49
2011M01	18	55
2011M01	19	57
2011M01	20	54
2011M01	21	55
2011M01	22	80
2011M01	23	59
2011M01	24	54
2011M01	25	58
2011M01	26	51
2011M01	27	63
2011M01	28	54
2011M01	29	62
2011M01	30	67
2011M01	31	53
2011M02	1	62
2011M02	2	61
2011M02	3	53
2011M02	4	65
2011M02	5	47
2011M02	6	54
2011M02	7	61
2011M02	8	51
2011M02	9	54
2011M02	10	45
2011M02	11	62
2011M02	12	52
2011M02	13	49
2011M02	14	65
2011M02	15	65
2011M02	16	50
2011M02	17	57
2011M02	18	59
2011M02	19	64
2011M02	20	51
2011M02	21	56
2011M02	22	56
2011M02	23	44
2011M02	24	56
2011M02	25	64
2011M02	26	61
2011M02	27	51
2011M02	28	59
2011M02	29	-
2011M02	30	-
2011M02	31	-
2011M03	1	47
2011M03	2	61
2011M03	3	50
2011M03	4	53
2011M03	5	60
2011M03	6	42
2011M03	7	63
2011M03	8	72
2011M03	9	56
2011M03	10	49
2011M03	11	58
2011M03	12	48
2011M03	13	59
2011M03	14	55
2011M03	15	64
2011M03	16	46
2011M03	17	55
2011M03	18	45
2011M03	19	57
2011M03	20	56
2011M03	21	52
2011M03	22	45
2011M03	23	58
2011M03	24	50
2011M03	25	57
2011M03	26	60
2011M03	27	55
2011M03	28	44
2011M03	29	45
2011M03	30	68
2011M03	31	52
2011M04	1	52
2011M04	2	45
2011M04	3	54
2011M04	4	44
2011M04	5	58
2011M04	6	40
2011M04	7	45
2011M04	8	61
2011M04	9	50
2011M04	10	50
2011M04	11	51
2011M04	12	51
2011M04	13	46
2011M04	14	46
2011M04	15	51
2011M04	16	55
2011M04	17	43
2011M04	18	53
2011M04	19	51
2011M04	20	63
2011M04	21	50
2011M04	22	58
2011M04	23	31
2011M04	24	67
2011M04	25	57
2011M04	26	50
2011M04	27	56
2011M04	28	48
2011M04	29	52
2011M04	30	51
2011M04	31	-
2011M05	1	48
2011M05	2	54
2011M05	3	57
2011M05	4	59
2011M05	5	54
2011M05	6	44
2011M05	7	45
2011M05	8	57
2011M05	9	46
2011M05	10	52
2011M05	11	48
2011M05	12	59
2011M05	13	44
2011M05	14	48
2011M05	15	56
2011M05	16	39
2011M05	17	40
2011M05	18	54
2011M05	19	49
2011M05	20	46
2011M05	21	45
2011M05	22	44
2011M05	23	41
2011M05	24	46
2011M05	25	52
2011M05	26	60
2011M05	27	45
2011M05	28	39
2011M05	29	45
2011M05	30	38
2011M05	31	52
2011M06	1	58
2011M06	2	49
2011M06	3	50
2011M06	4	47
2011M06	5	59
2011M06	6	41
2011M06	7	44
2011M06	8	34
2011M06	9	45
2011M06	10	45
2011M06	11	56
2011M06	12	43
2011M06	13	44
2011M06	14	47
2011M06	15	52
2011M06	16	49
2011M06	17	45
2011M06	18	38
2011M06	19	59
2011M06	20	41
2011M06	21	54
2011M06	22	45
2011M06	23	45
2011M06	24	53
2011M06	25	41
2011M06	26	41
2011M06	27	40
2011M06	28	50
2011M06	29	47
2011M06	30	51
2011M06	31	-
2011M07	1	41
2011M07	2	45
2011M07	3	64
2011M07	4	57
2011M07	5	39
2011M07	6	46
2011M07	7	49
2011M07	8	41
2011M07	9	43
2011M07	10	43
2011M07	11	58
2011M07	12	51
2011M07	13	45
2011M07	14	47
2011M07	15	55
2011M07	16	45
2011M07	17	50
2011M07	18	51
2011M07	19	44
2011M07	20	54
2011M07	21	47
2011M07	22	55
2011M07	23	46
2011M07	24	41
2011M07	25	48
2011M07	26	42
2011M07	27	41
2011M07	28	49
2011M07	29	47
2011M07	30	33
2011M07	31	41
2011M08	1	48
2011M08	2	46
2011M08	3	43
2011M08	4	48
2011M08	5	61
2011M08	6	44
2011M08	7	45
2011M08	8	45
2011M08	9	54
2011M08	10	46
2011M08	11	35
2011M08	12	46
2011M08	13	44
2011M08	14	49
2011M08	15	53
2011M08	16	57
2011M08	17	47
2011M08	18	57
2011M08	19	53
2011M08	20	56
2011M08	21	50
2011M08	22	56
2011M08	23	45
2011M08	24	57
2011M08	25	62
2011M08	26	45
2011M08	27	45
2011M08	28	52
2011M08	29	49
2011M08	30	47
2011M08	31	50
2011M09	1	57
2011M09	2	52
2011M09	3	38
2011M09	4	50
2011M09	5	52
2011M09	6	38
2011M09	7	45
2011M09	8	47
2011M09	9	43
2011M09	10	52
2011M09	11	55
2011M09	12	40
2011M09	13	55
2011M09	14	52
2011M09	15	48
2011M09	16	55
2011M09	17	50
2011M09	18	52
2011M09	19	43
2011M09	20	44
2011M09	21	49
2011M09	22	53
2011M09	23	48
2011M09	24	52
2011M09	25	41
2011M09	26	44
2011M09	27	46
2011M09	28	50
2011M09	29	44
2011M09	30	43
2011M09	31	-
2011M10	1	45
2011M10	2	43
2011M10	3	52
2011M10	4	49
2011M10	5	42
2011M10	6	52
2011M10	7	63
2011M10	8	48
2011M10	9	47
2011M10	10	50
2011M10	11	51
2011M10	12	58
2011M10	13	45
2011M10	14	61
2011M10	15	37
2011M10	16	46
2011M10	17	58
2011M10	18	42
2011M10	19	53
2011M10	20	61
2011M10	21	60
2011M10	22	48
2011M10	23	53
2011M10	24	45
2011M10	25	51
2011M10	26	46
2011M10	27	57
2011M10	28	49
2011M10	29	51
2011M10	30	49
2011M10	31	67
2011M11	1	44
2011M11	2	54
2011M11	3	51
2011M11	4	48
2011M11	5	53
2011M11	6	64
2011M11	7	55
2011M11	8	62
2011M11	9	44
2011M11	10	47
2011M11	11	39
2011M11	12	58
2011M11	13	56
2011M11	14	54
2011M11	15	65
2011M11	16	40
2011M11	17	40
2011M11	18	53
2011M11	19	50
2011M11	20	54
2011M11	21	52
2011M11	22	53
2011M11	23	60
2011M11	24	48
2011M11	25	48
2011M11	26	47
2011M11	27	59
2011M11	28	55
2011M11	29	41
2011M11	30	43
2011M11	31	-
2011M12	1	61
2011M12	2	50
2011M12	3	49
2011M12	4	55
2011M12	5	59
2011M12	6	54
2011M12	7	63
2011M12	8	53
2011M12	9	48
2011M12	10	60
2011M12	11	43
2011M12	12	53
2011M12	13	55
2011M12	14	52
2011M12	15	58
2011M12	16	53
2011M12	17	45
2011M12	18	42
2011M12	19	53
2011M12	20	42
2011M12	21	50
2011M12	22	66
2011M12	23	58
2011M12	24	48
2011M12	25	51
2011M12	26	42
2011M12	27	49
2011M12	28	58
2011M12	29	62
2011M12	30	68
2011M12	31	64
2012M01	1	65
2012M01	2	57
2012M01	3	60
2012M01	4	49
2012M01	5	53
2012M01	6	49
2012M01	7	46
2012M01	8	43
2012M01	9	64
2012M01	10	46
2012M01	11	52
2012M01	12	65
2012M01	13	58
2012M01	14	61
2012M01	15	55
2012M01	16	53
2012M01	17	50
2012M01	18	68
2012M01	19	58
2012M01	20	51
2012M01	21	40
2012M01	22	38
2012M01	23	70
2012M01	24	64
2012M01	25	61
2012M01	26	53
2012M01	27	63
2012M01	28	50
2012M01	29	46
2012M01	30	59
2012M01	31	69
2012M02	1	51
2012M02	2	63
2012M02	3	49
2012M02	4	52
2012M02	5	48
2012M02	6	66
2012M02	7	57
2012M02	8	64
2012M02	9	44
2012M02	10	67
2012M02	11	73
2012M02	12	68
2012M02	13	62
2012M02	14	72
2012M02	15	73
2012M02	16	77
2012M02	17	57
2012M02	18	55
2012M02	19	63
2012M02	20	67
2012M02	21	66
2012M02	22	62
2012M02	23	59
2012M02	24	65
2012M02	25	68
2012M02	26	67
2012M02	27	73
2012M02	28	45
2012M02	29	69
2012M02	30	-
2012M02	31	-
2012M03	1	58
2012M03	2	71
2012M03	3	76
2012M03	4	51
2012M03	5	55
2012M03	6	65
2012M03	7	63
2012M03	8	80
2012M03	9	54
2012M03	10	68
2012M03	11	58
2012M03	12	60
2012M03	13	65
2012M03	14	61
2012M03	15	67
2012M03	16	63
2012M03	17	77
2012M03	18	66
2012M03	19	73
2012M03	20	53
2012M03	21	60
2012M03	22	77
2012M03	23	61
2012M03	24	62
2012M03	25	74
2012M03	26	48
2012M03	27	73
2012M03	28	65
2012M03	29	46
2012M03	30	65
2012M03	31	69
2012M04	1	58
2012M04	2	67
2012M04	3	56
2012M04	4	59
2012M04	5	51
2012M04	6	44
2012M04	7	55
2012M04	8	59
2012M04	9	57
2012M04	10	57
2012M04	11	57
2012M04	12	52
2012M04	13	52
2012M04	14	47
2012M04	15	47
2012M04	16	49
2012M04	17	48
2012M04	18	46
2012M04	19	61
2012M04	20	54
2012M04	21	47
2012M04	22	60
2012M04	23	40
2012M04	24	45
2012M04	25	55
2012M04	26	49
2012M04	27	53
2012M04	28	54
2012M04	29	50
2012M04	30	60
2012M04	31	-
2012M05	1	56
2012M05	2	53
2012M05	3	49
2012M05	4	52
2012M05	5	52
2012M05	6	57
2012M05	7	54
2012M05	8	37
2012M05	9	53
2012M05	10	53
2012M05	11	67
2012M05	12	56
2012M05	13	49
2012M05	14	50
2012M05	15	40
2012M05	16	51
2012M05	17	43
2012M05	18	48
2012M05	19	29
2012M05	20	48
2012M05	21	42
2012M05	22	47
2012M05	23	53
2012M05	24	49
2012M05	25	44
2012M05	26	46
2012M05	27	53
2012M05	28	51
2012M05	29	41
2012M05	30	41
2012M05	31	47
2012M06	1	40
2012M06	2	50
2012M06	3	37
2012M06	4	61
2012M06	5	45
2012M06	6	41
2012M06	7	40
2012M06	8	36
2012M06	9	41
2012M06	10	43
2012M06	11	52
2012M06	12	45
2012M06	13	50
2012M06	14	46
2012M06	15	56
2012M06	16	38
2012M06	17	46
2012M06	18	47
2012M06	19	53
2012M06	20	59
2012M06	21	51
2012M06	22	60
2012M06	23	47
2012M06	24	56
2012M06	25	49
2012M06	26	50
2012M06	27	47
2012M06	28	45
2012M06	29	52
2012M06	30	44
2012M06	31	-
2012M07	1	50
2012M07	2	55
2012M07	3	57
2012M07	4	75
2012M07	5	54
2012M07	6	58
2012M07	7	54
2012M07	8	54
2012M07	9	41
2012M07	10	53
2012M07	11	47
2012M07	12	53
2012M07	13	41
2012M07	14	56
2012M07	15	44
2012M07	16	45
2012M07	17	42
2012M07	18	50
2012M07	19	40
2012M07	20	56
2012M07	21	52
2012M07	22	39
2012M07	23	46
2012M07	24	46
2012M07	25	32
2012M07	26	36
2012M07	27	52
2012M07	28	49
2012M07	29	53
2012M07	30	49
2012M07	31	50
2012M08	1	44
2012M08	2	30
2012M08	3	55
2012M08	4	50
2012M08	5	37
2012M08	6	33
2012M08	7	53
2012M08	8	54
2012M08	9	58
2012M08	10	61
2012M08	11	43
2012M08	12	48
2012M08	13	47
2012M08	14	39
2012M08	15	52
2012M08	16	40
2012M08	17	44
2012M08	18	43
2012M08	19	51
2012M08	20	39
2012M08	21	43
2012M08	22	44
2012M08	23	44
2012M08	24	45
2012M08	25	56
2012M08	26	47
2012M08	27	55
2012M08	28	49
2012M08	29	57
2012M08	30	56
2012M08	31	50
2012M09	1	33
2012M09	2	34
2012M09	3	40
2012M09	4	46
2012M09	5	58
2012M09	6	49
2012M09	7	43
2012M09	8	41
2012M09	9	40
2012M09	10	37
2012M09	11	47
2012M09	12	59
2012M09	13	43
2012M09	14	46
2012M09	15	52
2012M09	16	43
2012M09	17	40
2012M09	18	45
2012M09	19	45
2012M09	20	47
2012M09	21	57
2012M09	22	57
2012M09	23	51
2012M09	24	49
2012M09	25	48
2012M09	26	56
2012M09	27	52
2012M09	28	49
2012M09	29	49
2012M09	30	54
2012M09	31	-
2012M10	1	53
2012M10	2	46
2012M10	3	47
2012M10	4	60
2012M10	5	57
2012M10	6	45
2012M10	7	54
2012M10	8	55
2012M10	9	48
2012M10	10	53
2012M10	11	54
2012M10	12	59
2012M10	13	58
2012M10	14	55
2012M10	15	58
2012M10	16	40
2012M10	17	51
2012M10	18	48
2012M10	19	48
2012M10	20	50
2012M10	21	60
2012M10	22	55
2012M10	23	54
2012M10	24	61
2012M10	25	45
2012M10	26	49
2012M10	27	52
2012M10	28	60
2012M10	29	44
2012M10	30	48
2012M10	31	35
2012M11	1	66
2012M11	2	61
2012M11	3	59
2012M11	4	60
2012M11	5	50
2012M11	6	52
2012M11	7	59
2012M11	8	51
2012M11	9	41
2012M11	10	67
2012M11	11	55
2012M11	12	42
2012M11	13	48
2012M11	14	37
2012M11	15	53
2012M11	16	68
2012M11	17	53
2012M11	18	61
2012M11	19	46
2012M11	20	42
2012M11	21	48
2012M11	22	48
2012M11	23	60
2012M11	24	49
2012M11	25	48
2012M11	26	42
2012M11	27	54
2012M11	28	59
2012M11	29	42
2012M11	30	46
2012M11	31	-
2012M12	1	62
2012M12	2	46
2012M12	3	61
2012M12	4	44
2012M12	5	64
2012M12	6	57
2012M12	7	52
2012M12	8	47
2012M12	9	39
2012M12	10	37
2012M12	11	63
2012M12	12	41
2012M12	13	59
2012M12	14	55
2012M12	15	49
2012M12	16	60
2012M12	17	56
2012M12	18	58
2012M12	19	58
2012M12	20	55
2012M12	21	47
2012M12	22	46
2012M12	23	65
2012M12	24	46
2012M12	25	66
2012M12	26	48
2012M12	27	59
2012M12	28	55
2012M12	29	59
2012M12	30	46
2012M12	31	53
2013M01	1	58
2013M01	2	60
2013M01	3	51
2013M01	4	57
2013M01	5	56
2013M01	6	67
2013M01	7	57
2013M01	8	55
2013M01	9	57
2013M01	10	56
2013M01	11	67
2013M01	12	66
2013M01	13	52
2013M01	14	55
2013M01	15	65
2013M01	16	67
2013M01	17	52
2013M01	18	62
2013M01	19	63
2013M01	20	62
2013M01	21	64
2013M01	22	65
2013M01	23	64
2013M01	24	55
2013M01	25	51
2013M01	26	71
2013M01	27	68
2013M01	28	56
2013M01	29	58
2013M01	30	64
2013M01	31	71
2013M02	1	60
2013M02	2	66
2013M02	3	71
2013M02	4	56
2013M02	5	61
2013M02	6	62
2013M02	7	71
2013M02	8	52
2013M02	9	55
2013M02	10	49
2013M02	11	69
2013M02	12	60
2013M02	13	58
2013M02	14	57
2013M02	15	61
2013M02	16	55
2013M02	17	68
2013M02	18	55
2013M02	19	73
2013M02	20	73
2013M02	21	59
2013M02	22	60
2013M02	23	71
2013M02	24	59
2013M02	25	61
2013M02	26	66
2013M02	27	69
2013M02	28	73
2013M02	29	-
2013M02	30	-
2013M02	31	-
2013M03	1	69
2013M03	2	67
2013M03	3	57
2013M03	4	65
2013M03	5	76
2013M03	6	73
2013M03	7	41
2013M03	8	58
2013M03	9	52
2013M03	10	65
2013M03	11	70
2013M03	12	54
2013M03	13	55
2013M03	14	47
2013M03	15	64
2013M03	16	68
2013M03	17	66
2013M03	18	64
2013M03	19	66
2013M03	20	62
2013M03	21	52
2013M03	22	64
2013M03	23	51
2013M03	24	46
2013M03	25	53
2013M03	26	49
2013M03	27	55
2013M03	28	54
2013M03	29	64
2013M03	30	49
2013M03	31	56
2013M04	1	50
2013M04	2	49
2013M04	3	69
2013M04	4	63
2013M04	5	65
2013M04	6	55
2013M04	7	56
2013M04	8	46
2013M04	9	58
2013M04	10	59
2013M04	11	57
2013M04	12	54
2013M04	13	72
2013M04	14	55
2013M04	15	49
2013M04	16	59
2013M04	17	49
2013M04	18	58
2013M04	19	62
2013M04	20	50
2013M04	21	77
2013M04	22	46
2013M04	23	51
2013M04	24	58
2013M04	25	43
2013M04	26	57
2013M04	27	63
2013M04	28	51
2013M04	29	45
2013M04	30	52
2013M04	31	-
2013M05	1	39
2013M05	2	50
2013M05	3	42
2013M05	4	47
2013M05	5	53
2013M05	6	43
2013M05	7	58
2013M05	8	50
2013M05	9	55
2013M05	10	46
2013M05	11	60
2013M05	12	42
2013M05	13	49
2013M05	14	57
2013M05	15	40
2013M05	16	40
2013M05	17	48
2013M05	18	45
2013M05	19	45
2013M05	20	34
2013M05	21	50
2013M05	22	39
2013M05	23	52
2013M05	24	49
2013M05	25	57
2013M05	26	57
2013M05	27	43
2013M05	28	44
2013M05	29	42
2013M05	30	51
2013M05	31	37
2013M06	1	53
2013M06	2	40
2013M06	3	52
2013M06	4	42
2013M06	5	48
2013M06	6	47
2013M06	7	49
2013M06	8	46
2013M06	9	60
2013M06	10	38
2013M06	11	47
2013M06	12	43
2013M06	13	52
2013M06	14	56
2013M06	15	51
2013M06	16	64
2013M06	17	64
2013M06	18	65
2013M06	19	55
2013M06	20	58
2013M06	21	63
2013M06	22	66
2013M06	23	57
2013M06	24	62
2013M06	25	52
2013M06	26	49
2013M06	27	52
2013M06	28	55
2013M06	29	42
2013M06	30	40
2013M06	31	-
2013M07	1	43
2013M07	2	50
2013M07	3	38
2013M07	4	50
2013M07	5	45
2013M07	6	46
2013M07	7	53
2013M07	8	66
2013M07	9	46
2013M07	10	55
2013M07	11	55
2013M07	12	51
2013M07	13	43
2013M07	14	48
2013M07	15	51
2013M07	16	39
2013M07	17	56
2013M07	18	37
2013M07	19	49
2013M07	20	46
2013M07	21	55
2013M07	22	52
2013M07	23	57
2013M07	24	34
2013M07	25	50
2013M07	26	45
2013M07	27	56
2013M07	28	52
2013M07	29	67
2013M07	30	34
2013M07	31	51
2013M08	1	50
2013M08	2	52
2013M08	3	51
2013M08	4	40
2013M08	5	47
2013M08	6	61
2013M08	7	56
2013M08	8	56
2013M08	9	39
2013M08	10	53
2013M08	11	46
2013M08	12	45
2013M08	13	53
2013M08	14	59
2013M08	15	46
2013M08	16	36
2013M08	17	44
2013M08	18	32
2013M08	19	55
2013M08	20	57
2013M08	21	46
2013M08	22	41
2013M08	23	46
2013M08	24	47
2013M08	25	44
2013M08	26	52
2013M08	27	48
2013M08	28	41
2013M08	29	36
2013M08	30	54
2013M08	31	40
2013M09	1	40
2013M09	2	45
2013M09	3	47
2013M09	4	41
2013M09	5	52
2013M09	6	46
2013M09	7	39
2013M09	8	49
2013M09	9	42
2013M09	10	59
2013M09	11	44
2013M09	12	53
2013M09	13	41
2013M09	14	56
2013M09	15	51
2013M09	16	59
2013M09	17	47
2013M09	18	48
2013M09	19	53
2013M09	20	55
2013M09	21	46
2013M09	22	43
2013M09	23	54
2013M09	24	41
2013M09	25	45
2013M09	26	56
2013M09	27	66
2013M09	28	60
2013M09	29	49
2013M09	30	46
2013M09	31	-
2013M10	1	45
2013M10	2	66
2013M10	3	39
2013M10	4	55
2013M10	5	46
2013M10	6	35
2013M10	7	65
2013M10	8	41
2013M10	9	45
2013M10	10	47
2013M10	11	58
2013M10	12	62
2013M10	13	51
2013M10	14	54
2013M10	15	53
2013M10	16	52
2013M10	17	53
2013M10	18	52
2013M10	19	49
2013M10	20	53
2013M10	21	54
2013M10	22	44
2013M10	23	51
2013M10	24	57
2013M10	25	43
2013M10	26	51
2013M10	27	41
2013M10	28	58
2013M10	29	48
2013M10	30	46
2013M10	31	44
2013M11	1	41
2013M11	2	47
2013M11	3	61
2013M11	4	46
2013M11	5	57
2013M11	6	43
2013M11	7	46
2013M11	8	52
2013M11	9	45
2013M11	10	37
2013M11	11	51
2013M11	12	49
2013M11	13	49
2013M11	14	54
2013M11	15	48
2013M11	16	48
2013M11	17	41
2013M11	18	48
2013M11	19	43
2013M11	20	36
2013M11	21	52
2013M11	22	51
2013M11	23	53
2013M11	24	55
2013M11	25	51
2013M11	26	56
2013M11	27	58
2013M11	28	52
2013M11	29	51
2013M11	30	46
2013M11	31	-
2013M12	1	52
2013M12	2	51
2013M12	3	57
2013M12	4	45
2013M12	5	46
2013M12	6	56
2013M12	7	54
2013M12	8	48
2013M12	9	54
2013M12	10	48
2013M12	11	60
2013M12	12	50
2013M12	13	52
2013M12	14	51
2013M12	15	58
2013M12	16	59
2013M12	17	55
2013M12	18	43
2013M12	19	35
2013M12	20	57
2013M12	21	40
2013M12	22	68
2013M12	23	62
2013M12	24	78
2013M12	25	53
2013M12	26	53
2013M12	27	60
2013M12	28	65
2013M12	29	52
2013M12	30	58
2013M12	31	59
2014M01	1	57
2014M01	2	57
2014M01	3	67
2014M01	4	55
2014M01	5	49
2014M01	6	53
2014M01	7	65
2014M01	8	47
2014M01	9	50
2014M01	10	53
2014M01	11	67
2014M01	12	63
2014M01	13	50
2014M01	14	54
2014M01	15	43
2014M01	16	55
2014M01	17	50
2014M01	18	38
2014M01	19	70
2014M01	20	54
2014M01	21	38
2014M01	22	50
2014M01	23	54
2014M01	24	49
2014M01	25	48
2014M01	26	56
2014M01	27	60
2014M01	28	52
2014M01	29	59
2014M01	30	54
2014M01	31	56
2014M02	1	64
2014M02	2	58
2014M02	3	69
2014M02	4	56
2014M02	5	56
2014M02	6	41
2014M02	7	51
2014M02	8	50
2014M02	9	67
2014M02	10	60
2014M02	11	71
2014M02	12	42
2014M02	13	52
2014M02	14	50
2014M02	15	52
2014M02	16	61
2014M02	17	61
2014M02	18	69
2014M02	19	66
2014M02	20	57
2014M02	21	47
2014M02	22	59
2014M02	23	60
2014M02	24	68
2014M02	25	64
2014M02	26	65
2014M02	27	54
2014M02	28	73
2014M02	29	-
2014M02	30	-
2014M02	31	-
2014M03	1	69
2014M03	2	58
2014M03	3	61
2014M03	4	55
2014M03	5	44
2014M03	6	61
2014M03	7	70
2014M03	8	59
2014M03	9	47
2014M03	10	56
2014M03	11	48
2014M03	12	78
2014M03	13	47
2014M03	14	64
2014M03	15	53
2014M03	16	57
2014M03	17	59
2014M03	18	66
2014M03	19	59
2014M03	20	64
2014M03	21	65
2014M03	22	50
2014M03	23	61
2014M03	24	48
2014M03	25	55
2014M03	26	55
2014M03	27	63
2014M03	28	47
2014M03	29	51
2014M03	30	50
2014M03	31	53
2014M04	1	64
2014M04	2	63
2014M04	3	65
2014M04	4	57
2014M04	5	52
2014M04	6	54
2014M04	7	69
2014M04	8	56
2014M04	9	49
2014M04	10	41
2014M04	11	49
2014M04	12	67
2014M04	13	43
2014M04	14	52
2014M04	15	55
2014M04	16	44
2014M04	17	50
2014M04	18	54
2014M04	19	55
2014M04	20	54
2014M04	21	48
2014M04	22	43
2014M04	23	47
2014M04	24	50
2014M04	25	46
2014M04	26	56
2014M04	27	37
2014M04	28	49
2014M04	29	31
2014M04	30	40
2014M04	31	-
2014M05	1	48
2014M05	2	62
2014M05	3	44
2014M05	4	56
2014M05	5	45
2014M05	6	38
2014M05	7	55
2014M05	8	42
2014M05	9	45
2014M05	10	46
2014M05	11	31
2014M05	12	58
2014M05	13	47
2014M05	14	34
2014M05	15	50
2014M05	16	48
2014M05	17	45
2014M05	18	39
2014M05	19	60
2014M05	20	53
2014M05	21	47
2014M05	22	40
2014M05	23	60
2014M05	24	45
2014M05	25	53
2014M05	26	53
2014M05	27	46
2014M05	28	36
2014M05	29	48
2014M05	30	42
2014M05	31	59
2014M06	1	56
2014M06	2	49
2014M06	3	50
2014M06	4	39
2014M06	5	59
2014M06	6	54
2014M06	7	48
2014M06	8	47
2014M06	9	52
2014M06	10	58
2014M06	11	50
2014M06	12	53
2014M06	13	59
2014M06	14	53
2014M06	15	51
2014M06	16	45
2014M06	17	40
2014M06	18	55
2014M06	19	37
2014M06	20	37
2014M06	21	56
2014M06	22	45
2014M06	23	44
2014M06	24	56
2014M06	25	46
2014M06	26	43
2014M06	27	41
2014M06	28	46
2014M06	29	37
2014M06	30	52
2014M06	31	-
2014M07	1	48
2014M07	2	41
2014M07	3	59
2014M07	4	45
2014M07	5	49
2014M07	6	52
2014M07	7	51
2014M07	8	50
2014M07	9	57
2014M07	10	33
2014M07	11	69
2014M07	12	54
2014M07	13	52
2014M07	14	49
2014M07	15	44
2014M07	16	48
2014M07	17	59
2014M07	18	42
2014M07	19	55
2014M07	20	60
2014M07	21	53
2014M07	22	54
2014M07	23	46
2014M07	24	41
2014M07	25	47
2014M07	26	48
2014M07	27	49
2014M07	28	48
2014M07	29	41
2014M07	30	57
2014M07	31	45
2014M08	1	41
2014M08	2	45
2014M08	3	46
2014M08	4	47
2014M08	5	44
2014M08	6	55
2014M08	7	44
2014M08	8	43
2014M08	9	46
2014M08	10	56
2014M08	11	47
2014M08	12	46
2014M08	13	51
2014M08	14	50
2014M08	15	48
2014M08	16	43
2014M08	17	46
2014M08	18	42
2014M08	19	37
2014M08	20	46
2014M08	21	48
2014M08	22	58
2014M08	23	34
2014M08	24	45
2014M08	25	43
2014M08	26	53
2014M08	27	46
2014M08	28	52
2014M08	29	47
2014M08	30	52
2014M08	31	45
2014M09	1	48
2014M09	2	49
2014M09	3	35
2014M09	4	49
2014M09	5	45
2014M09	6	35
2014M09	7	43
2014M09	8	39
2014M09	9	41
2014M09	10	59
2014M09	11	55
2014M09	12	52
2014M09	13	53
2014M09	14	60
2014M09	15	49
2014M09	16	52
2014M09	17	41
2014M09	18	45
2014M09	19	45
2014M09	20	62
2014M09	21	41
2014M09	22	52
2014M09	23	55
2014M09	24	49
2014M09	25	53
2014M09	26	44
2014M09	27	59
2014M09	28	51
2014M09	29	57
2014M09	30	49
2014M09	31	-
2014M10	1	55
2014M10	2	52
2014M10	3	53
2014M10	4	57
2014M10	5	60
2014M10	6	55
2014M10	7	52
2014M10	8	42
2014M10	9	49
2014M10	10	61
2014M10	11	66
2014M10	12	38
2014M10	13	59
2014M10	14	44
2014M10	15	58
2014M10	16	43
2014M10	17	59
2014M10	18	59
2014M10	19	46
2014M10	20	57
2014M10	21	54
2014M10	22	49
2014M10	23	51
2014M10	24	54
2014M10	25	55
2014M10	26	54
2014M10	27	50
2014M10	28	49
2014M10	29	60
2014M10	30	56
2014M10	31	57
2014M11	1	53
2014M11	2	49
2014M11	3	45
2014M11	4	59
2014M11	5	49
2014M11	6	55
2014M11	7	56
2014M11	8	45
2014M11	9	53
2014M11	10	65
2014M11	11	42
2014M11	12	45
2014M11	13	55
2014M11	14	59
2014M11	15	48
2014M11	16	53
2014M11	17	50
2014M11	18	48
2014M11	19	55
2014M11	20	46
2014M11	21	52
2014M11	22	50
2014M11	23	37
2014M11	24	49
2014M11	25	50
2014M11	26	52
2014M11	27	39
2014M11	28	68
2014M11	29	47
2014M11	30	51
2014M11	31	-
2014M12	1	50
2014M12	2	55
2014M12	3	59
2014M12	4	60
2014M12	5	57
2014M12	6	58
2014M12	7	48
2014M12	8	52
2014M12	9	46
2014M12	10	48
2014M12	11	38
2014M12	12	53
2014M12	13	62
2014M12	14	45
2014M12	15	44
2014M12	16	60
2014M12	17	66
2014M12	18	52
2014M12	19	55
2014M12	20	56
2014M12	21	50
2014M12	22	59
2014M12	23	56
2014M12	24	54
2014M12	25	49
2014M12	26	62
2014M12	27	60
2014M12	28	67
2014M12	29	50
2014M12	30	49
2014M12	31	66
2015M01	1	61
2015M01	2	59
2015M01	3	59
2015M01	4	64
2015M01	5	56
2015M01	6	57
2015M01	7	63
2015M01	8	58
2015M01	9	55
2015M01	10	55
2015M01	11	63
2015M01	12	61
2015M01	13	63
2015M01	14	65
2015M01	15	53
2015M01	16	81
2015M01	17	58
2015M01	18	72
2015M01	19	63
2015M01	20	68
2015M01	21	74
2015M01	22	68
2015M01	23	52
2015M01	24	60
2015M01	25	64
2015M01	26	56
2015M01	27	60
2015M01	28	71
2015M01	29	53
2015M01	30	69
2015M01	31	61
2015M02	1	62
2015M02	2	65
2015M02	3	52
2015M02	4	52
2015M02	5	62
